,Language,Movie_ID,Review,Score
229,EN,-1634030876,i saw the movie twice and thoroughly enjoyed it both times since i have not read the book i was not prejudiced by it gregory peck played the role of atticus finch very well it is a captivating and serious movie i highly recommend it ,10
230,EN,-1634030876,every once in a while there is a movie that successfully brings tears to my eyes no matter how often i watch it to kill a mockingbird is at the top of that list the scenes of scout being shown by atticus what she will inherit when he dies of scout finally meeting boo radley and most of all that most important journey through the woods by scout and jem these are the key tearjerker moments for me comment i have read many of the previous comments as with so many other movies i am tired of hearing comparisons to the novel you simply cannot do in a movie what you can in a novel and conversely you cannot accomplish in a novel what you can in a movie this film is so intense so innovative in cinematography acting and music and you simply could not get that out of the novel that why there are novels and that why there are movies it a different experience i recall people complaining about how major plot elements from the novels dr zhivago and east of eden were left out of the movie versions well duh look at the sizes of those novels there is no way you can cover it all in a theatre you must choose what is most important to the main theme and go with that this is what happened in to kill a mockingbird the movie you do know by the way that harper lee loved the movie do not you i remember the first time i showed the video to my youngest son and his best friend they were about jem age they were literally transfixed they were glued to the screen one of the elements that helps keep us so emotionally caught up in the viewing of the film is elmer bernstein exceptional soundtrack then there the opening credits set inside the cigar box full of childhood toys possibly the most original i have ever seen and definitely a brief commentary on boo radley childhood and on the loss of innocence the theme of innocence is so integral to this film boo is innocent tom robinson is innocent scout and jem are innocent now but we realize that someday they could be like all their bigoted neighbors except for the superb example their father is showing them atticus finch is indeed one of the outstanding heros of american film what he does is not much in the grand scheme of things but he puts his neck out for an innocent black man knowing the consequences of his actions and yes there are awful consequences this is his heritage to his children you know they will be like him some day i appreciate knowing that the character of dill was based upon truman capote as a young child as this was a semi autobiographical novel by harper lee who knew capote this helps us understand capote a lot more this movie is a masterpiece it moves me and i take it that it moves many others by the way i have a new cd of the soundtrack by elmer bernstein re recorded and with the orchestra directed by mr bernstein i highly recommend it it goes from sweet and lovely to downright frightening if you have seen the movie at least twice you can follow the story just by hearing the music ,6
231,EN,-1634030876,i do not know but i guess i am sorry for not agreeing with the general opinions about this film i like it it is a good film but i do not seem to be able to see why it is so great the story do not seem to give many arguments as to why the black man was innocent after the trial i still do not know if the man is guilty or innocent the movie is supposed to be about a discrimination trial however it is alittle short for the purpose it serves for the movie however the first half is not about that it is pretty much a perspective from the children it sort of made it a children film however during the second half the attention was shifted i guess one cannot make a movie entirely on a trial but because of this spread of storyline they could not touch deep enough of both of the things they wanted to say there are also few scenes which i thought was not logical it is a good movie but i do not think it is a great movie ,7
232,EN,616860393,gangs of new york was a great film about revenge in the name of honor and love the battle scenes coul have been better if the final battle scene was longer with more intensity however it was still a textbook ending great acting and costumes i enjoyed this film,9
233,EN,616860393,the historical aspects of gangs is quite interesting and extremely informative scorcese is outstanding in juxtaposing the politics of today with those of the past who would of known unless you were a thorough historian that lincoln administration was involved in the awful conscription of immigrants into this man army truly a bridge to the future however the story seems like some over wrought highly produced passion play or made for tv movie it truly lacks the genius of scorsese the ability to take gritty disgusting vile image of people and converting them into characters that we can sympathize with in context we all loved jimmy and tommy in goodfellas but can we say the same of the melodramatic amsterdam in taxi driver he takes an urban landscape of scum and depravity shows us a psychotic man and enables us to feel for this horrible beast he demonstrates some of his patented techniques in gangs such as the panning shot and the quick zoom the silent commentary of the immigrants registering as citizens enlisting in the conscript boarding the vessel for the war zone and the coffins leaving the ship is quite majestic that is truly vittorio de sica that is part of martin genius that tells a story with cameron diaz and henry thomas it feels like legends of the fall at times dicaprio is good and daniel day lewis is brilliant a bit over the top but brilliant my favorite brendan gleason is grossly under used and john c reilly is strong but half of a character what happened to him between being a bought cop and his days with the dead rabbits editing room floor i imagine i would recommend the film but would use caution do not be disappointed if you are true scorsese fan this is a different type of film ,7
234,EN,616860393,there are obviously problems with this movie the story is crappy diaz is superfluous and leo is barely passable and wow is it long they could have cut out huge portions of the thing and it would have been tighter and much more interesting for the people who say that the behavior of the mobs is unrealistic read a history book the portrayal of people at their worst is refreshingly frank and while scorsese is pro poor he thankfully is not deluded enough to bs this topic the history of that period of urban gang life and unrest really stands out as the second most interesting part of the film to me and it was really disappointing that scorsese had to tack on a dull revenge romance plot to justify spending the money to bring the period to life i definitely think scorsese should have found a better way story wise to integrate the characters into the history the cinematography is very good same as the glimpse into the culture if the story had been fresh or unpredictable or meh anyway the most interesting part of this thing is daniel day lewis playing a character with a charisma all his own you cannot look away when he on screen this is for some people a form of overacting but not me i thought lewis performance was fantastic nearly as good as his role in there will be blood and i am definitely looking forward to his portrayal of lincoln ,7
235,EN,1513866478,a must see for all smokers and non smokers as well in the world great movie perfectly played by the actors they had me nailed to my chair for the full length of the film the rotten thing is though that it a true story ,9
236,EN,281810671,watch amadeus was one of the best things i have ever done i have never been a fan of movie musicals nor dramatic comedy more amadeus can do i really like two genres that i am not a fan the film made me laugh many times especially with mozart which is pretty funny in this film the cast is great f murray abraham this great oscar more than deserved tom hulce which was also nominated for best actor this great more f murray was a little best simon callow roy dotrice christine ebersole etc all the actors are properly no compromises the direction of milos forman excellent photography of the film is impeccable the costume is great has very good times the pace is good more the film gets tiresome in the last ## minutes plus those ## minutes are essential pro film more that are slow they are yes amadeus is one of the best movies i have been fortunate to watch with an impeccable cast a memorable performance of f murray abraham and an excellent direction of milos forman note ##,10
237,EN,281810671,surely one of the best films of the #### or even perhaps of the last quarter of the ##th century everything about this movie from the complete character foil of amadeus compared to salieri the conflict within conflict storyline of the rise of genius versus the toil of mediocrity to the ultimate demise of # men one whose talent is consumed by the ravages of alcohol and guilt while the other soul is consumed by the power of envy it the very rare modern day film with all the trappings of today film debauchery language sex violence etc that could just as easily have been produced back in the golden age of hollywood pre #### f murray abraham portrayal of salieri is truly oscar award worthy what better way to teach history than to show it through the eyes of the third person in which every step of the title character role is seen with enough detail as to not confine the character within the facts of histories already known yes as within most hollywood rendering of history there are surely many facts that have been left to the director screenwriter interpretation but then again this is entertainment not education a must see ,10
238,EN,2015547123,although i do not consider lock stock to be as good as reservoir dogs i believe snatch is the brittish version of pulp fiction with different sense of humour and coolness there no samuel l jackson in snatch but there is a funny and excellent brad pitt there are not as many colours in snatch as in pulp fiction but there a lot more red blood all these comparisons can be easily made between these two movies but snatch will never match up to pulp fiction this new wave of gangster movies is born right out of their time and why does guy ritchie like to confuse the audience with a large numbered cast he did it in lock stock and he does it here again final though snatch with its character development and even story unleashing is the bigger cast and bigger budget version of lock stock two smoking barrels ,7
239,EN,-1044384524,i also had some issues against it seeing this last night on the movie channel and of course owning it and also owning the script i think it is a good film it could have been better as well after tony and manny quit their dish washing jobs and after being in the us for a few weeks they do not seem to be hard up for cash even before taking on their new found careers as drug dealers when they snort coke and lots of it they do not seem to get high or if they are they do not seem to change in any respect now if i were to stick my face in a bag of coke and inhale my eyes would be red my nose would be stuffed and my head would be focked but that is not the case with any of the actors who partake in the fine recreational medication of coca they just seem the same and that does not fare to be realistic at all they should have been wired yappy schizo psycho and neurotic but they were not also when frank lopez is about to be killed in his dealership he crawls on his knees and begs to tony offering to pay him ## ### ### not to be killed that was just absurd he whined like a baby the guy was a high roller and just caved in too fast it did not quite fit his character with all the attention that tony made in the bar and in the restaurant nobody said anything just not real it was good but as good as it was it could have been better however it had some awesome lines which will stand the test of time in cinematic history i would have loved to see tony montana after doing half a kilo of coke in one snort just sweating buckets his eyes red and puffy his lips ranting his body shaking his mind scattered and his character just ballistic and freaking he did not and that is where this film falls short ,6
240,EN,1555775733,let me first start off with the technical skills leonardo performance etc are remarkable to say the least imo this was just a multi million dollar epic revenge flick leo deserves an oscar for this considering what he must have endured however what we are expected to believe in surviving not just one but two bear attacks another issue was distancing me from the reality of the film there were far too many camera lens fogging up why they used such close lens was a big mistake when a bear gets right in front of the lens for it close up why would they think it a good idea for the image to fog up tom hardy still amazes me by his changing appearances in everything he does but what the hell accent was he trying to do for me this was equivalent to there will be blood which i found as boring as watching paint dry it also suffers with the same lack of musicality which is nonexistent in short there is no way any human could survive such torture as bored as i was it will grab picture and actor which is deserving ,8
241,EN,1555775733,there is almost nothing good to say about this film it was painful to watch slow no joy or any good feelings and just plain boring after a while i cannot understand why it got so many awards even the nature scenes which were beautiful were impossible to enjoy because of the feeling of dread hanging over every scene the last hour was predictable i dreaded what was to come holding out hope that it would not be a long drawn out ending to an exhausting film unfortunately the pain was drawn out like a bad dream that would not end it is worse than a waste of my money it ruined my evening and will make me feel awful for days avoid this film ,1
242,EN,1555775733,this is a hard movie to watch and while i enjoyed it it is not one i would jump at to watch again the cast and crew really earned the awards they won for this movie not only was it shot on location out in the woods in the harsh weather conditions without any artificial light you can see the effort and the suffering the actors in this movie had to go through for their art this is movie making at it best it is difficult to make it through the whole movie due to the long time it took to get from event to event and the sometimes really gross and disturbing images it was often times hard to keep my attention and other times it made me want to cover my eyes however i do appreciate that when a character gets injured they are not fixed in the next scene even though sometimes you want it to hurry up also as a history major i was impressed with the realistic and historical accuracy of life in the #### for both native americans and the white man this is beautifully shot beautifully produced and beautifully acted if you are willing to sit through a difficult movie with not a lot of dialogue and are interested in seeing the ugly side of the frontier along with it amazing beauty then you will most definitely like this movie even if you never watch it again this is well worth seeing at least once ,10
243,EN,1268995831,this true life based story is one that will become a classic it is very touching and adjusts our perception of how things are viewed those who have not heard the true story will be amazed by the twist that opens one mind john nash a natural mathematical genius goes to princeton for his degree while there he accepts a real assignment from the pentagon to decipher a cryptic communist message from there he develops a sight that causes his whole life to change for the worse wonderful movie to have in any video collection it will keep you on your toes and will have you watching it over again ,9
244,EN,1268995831,an incredible portrait of a brilliant man and his mental illness a very intense love story as well i am touched by how much he was able to accomplish with this handicap and how much support he received from his wife russell crowe is great all the acting in this film is excellent ,10
245,EN,-1396280580,i was raised on and by this movie i worshiped it and still do because there nothing else like it out there it a clever and colorful adaptation of the robin hood legend with a zoofull of fun characters it was made during the lull period after classics like sleeping beauty and lady and the tramp but before the era of mermaid so robin hood has that sketchy drawn look like the jungle book and others but it cute and endearing and remains one of my all time favorites it true that lots of furry artists have tainted and soiled it with x rated art i use the term loosely here but it is possible to filter that out and enjoy this movie by itself any kid with imagination will love disney robin hood and any critic will be able to appreciate the studio inventive take on this well traversed tale it a classic ,9
246,EN,-1396280580,this movie was a staple of my childhood however mr disney is probably rolling over in his grave at the poor quality of this animation this film was made after his death the animators were lazy and used many looped clips as well as recycled parts from other scenes and even other movies the music and script were worthy of original animation that being said i still own this movie on vhs and long for the day that i can find it on dvd robin hood and little john walkin through the forest laughin back and forth at what the other had to say never ever thinking there was danger in the water they were drinkin they just guzzled it down ,10
247,EN,402840831,i must have seen kung fu panda either in its entirety or snippets here and there over ## times since its release in #### while its relatively simple tale of an underdog who has been laughed at throughout his entire life learning to fulfil his unexplored potential is nothing new it remains effortlessly entertaining and the kind of film you can catch halfway through and still enjoy what it has to offer although the title promises plenty of fat jokes and there are certainly plenty the film goes beyond simply appealing to kids with sight gags by working in chinese mysticism some wonderful voice acting and stunning animation that would only get better and more ambitious as the series went on clumsy panda po jack black lives in the valley of peace a scenic ancient land in china overlooked by the jade palace home to the legendary kung fu masters while he dreams of joining the furious five a gang of ass kicking kung fu specialists consisting of tigress angelina jolie monkey jackie chan mantis seth rogen viper lucy liu and crane david cross po spends his days making and eating noodles with his father mr ping james hong when he spectacularly enters the palace during the choosing of the would ragon warrior po finds himself picked out by the wise old master oogway randall duk kim as the one to stop to the evil tai lung ian mcshane an escaped snow leopard seeking revenge on master shifu dustin hoffman and his furious five taking inspiration from the chinese kung fu movies of the #### as well as american geek culture kung fu panda works as both as a physical comedy and an action spectacular although the characters frequently defy the laws of physics and seem incapable of getting hurt the action scenes are well choreographed and exciting with mcshane voicing his role with whisker twirling relish there are also hints at backstories and questions raised about po past why on earth is his father a goose and the film is wise enough to leave the answers to future instalments and trusting in its simple introductory tale of a misfit finally finding a home while the majority of the five do not really find a moment to shine individually hoffman lends a certain gravitas to his tragic backstory and relationship with the deadly tai lung the pratfalls will entertain the kids and the gentler moments will no doubt charm the adults something that dreamworks generally fails to do with its animated efforts so it no doubt that the series remains the jewel in it crown ,7
248,EN,-2046401408,the incredibles is by far the best animated film of the year brad bird has directed a movie so good that it is actually being nominated for best screenplay at the academy awards i hope it wins the animation featured in this comic gem is absolutely incredible the animated characters are so real looking that you often forget that they are not real the jokes and gags in this movie are really funny and you are garanteed to laugh your head off it is not a surprise that this movie is funny after all it was directed by one of the producers of the simpsons basically if you like movies that are action packed funny have a great story and have an excellent cast you will love this one of a kind film ,8
249,EN,-2046401408,i know than a lot of people will disagree with me but dude the animations are slow characters are useless plot its ridiculous and senceless antagonists are dumb and everything in the movie its just another ash in the ashtray the worst part it won an oscar that oscar belongs to sharktale or shreck # not to this usseless piece of crap that really pisses me off because that price was buyed buyed i hate that movie and i hate most of the pixar work never thrust the oscars besides the marketing i mean the toys they sale they are crap i really cant believe they did it if its there a sequel it would be twice as bad as this one was ,1
250,EN,-2046401408,this movie could have been so much more unless you are a fan of the technical aspects of animation this movie is a real letdown for all but the preteens if you take your # year old to see this movie i am sure they will enjoy it and want to see it a million more times just look at the box office for y gi unlike the feeling you get from the trailers and promos that is the audience that will be attracted to this movie i left the theater with my brain feeling numb you know that feeling you can get when you have spent a whole saturday morning in front of the tv watching cartoons the feel of the animation is better than saturday morning cartoons but the plot is the same the characters do not develop and the inconsistencies in the plot are horrible it is very obvious that the creators have hopes for a long running series for these characters i could not shake the thought that i was watching a pilot for a bad simpsons instead of a feature length movie for parents of young children this movie will be great as your children will be entertained this is doomed though to be one of those movies you will buy for your children when it comes out on dvd and then have to watch with them thousands of times it lacks the smart type of humor that can transcend between both child and adult so prepare to be bored all in all this is a good movie to entertain your small children but do not expect much on an adult level # of ## for the nice animation work ,1
251,EN,-2744062,totally sickening no redeeming value to the human condition why not study the uplifting people in the world instead of getting a view through the eyes of the most degenerate disgusting and completely perverted few the more glimpses they show into the lives of the debase people of the world the more debase our world becomes ,1
252,EN,-2744062,pulp fiction is good but it not as good as reservoir dogs the reason for this is that after his debut with dogs tarantino no longer felt obliged to make his films in any way realistic i know dogs is derivative and probably not even realistic but there is a certain suspension of disbelief a humbleness in terms of realism that tarantino never felt obliged to observe again i love the bonny situation especially i love many aspects of the film but it too retro and silly dogs is more real and shocking jackie brown i feel he tried again to get the realism but since then has simply not bothered it like he said to himself to hell with it this is the way i am ,10
253,EN,-2744062,going into this for the first time i knew this would be a good movie and i would enjoy it however i had no idea that it would be this good it practically blew me away this movie follows how # people lives are all intertwined in an action packed tale of gun violence drug use and murder what this film is most famous for is its twisted timeline which is never too confusing but also very impressive when i first saw the beginning i did not think much of it and as the film progressed i forgot about it but when it comes back at the ending i knew i was in for a treat the movie has several of these surprises which will knock you out cold and they are made brilliant by its twisting plot i was in awe when the credits first started to roll also this movie has an outstanding soundtrack which is actually pretty recognizable and iconic it is also very well done too i honestly feel that it perfectly fits the movie like jaws when i think of this movie the soundtrack which played during the end credits instantly plays in my head it may not be as iconic as jaws music but it definitely is of equal quality also the acting could not be much better in my opinion john travolta samuel jackson and bruce willis all gave perfect performances they are all able to convey so many moods at once with their facial expressions and they could not do any better this movie also has very great repeat watchability to it the first viewing of this masterpiece is unforgettable but just like fight club this movie gets better and better every time you watch it mainly because the fact that you know what is going to happen and that you know all of its surprises makes several scenes even more engaging also this movie has so many iconic lines and scenes it super rare for a film to have # iconic scenes but this movie has several of them which have been retold and parodied so many times in pop culture so in conclusion this movie is in fact a masterpiece because of many reasons it has changed cinema so much and it has shown the test of time for over ## years i think that this film is going to be remembered for many more decades also i think that this is tarantino best film and i also think that it is one of the best movies ever made i recommend this to everyone who enjoys action and complex plot structures to movies ,10
254,EN,88588036,i recently saw casino royale and walked away very very impressed i have been a big bond fan since at least the sixth grade and read all the fleming bond novels by grade eight i always saw sean connery in my minds eye as bond but daniel craig did something very impressive he pulled it off he is fleming james bond brought to life a cold arrogant assassin who works for the government craig performance was superb he is james bond now the movie took liberties with the book which i recently re read but i was so surprised by the fact that while they made changes to the story they kept the flavor of the book they kept it gritty and action packed did this movie keep my attention yes will i see it again yes am i a fan of the daniel craig james bond yes let hope the next few bond he makes are as good as this one or if not better ,10
255,EN,88588036,i am not bonds biggest fan even if i am british and i have seen a few but this could quite easily convert me this is all action adrenalin pumping cinematography i am going to make a bold statement maybe and say craig is the best bond to date he may lack the swarve sophistication of connery or brosnan but he really delivers an all action performance i was slightly sceptical at his appointment as the new bond but then i could not think of a better option also but any doubts were pushed aside after about ## minutes his acting is decent even for a bond film and deserves a mention for this i think but on top of his decent acting he defines action le chiffre is a top villain ice cold and clever and the bond girls are top notch not a big fan of eva green pre bond but i certainly am now the opening credits are stylish and being a graphic designer i appreciate them and their artistic values up there with kiss kiss bang bangs for me the story was solid and the cheesiness was limited and although it is a bond trademark it was nice to see it reduced being a part time poker player the poker scene was maybe the let down with the ################# # situation but the cards aside the interaction between the characters at the table was intriguing overall this is my favourite bond to date and daniel craig has arrived although i personally have always enjoyed his films a big # for this one and thank you for getting this so so right,10
256,EN,88588036,the stunts were amazing and kept me on the edge of my seat i saw the first show at ##am in irvine ca the theater was almost full and a neighbor asked me if i called in sick at work with bondflu the czech actress was gorgeous however the main actress was full of yin energy audience specially seemed to have enjoyed the bond torture scene being a gambler at heart i loved the casino mix daniel craig was superb i wish his first name was craig for he is so much a craig than a daniel while craig seems to have a cold look you know he is all warm and gooey inside if you liked craig in layercake you will absolutely adore this movie and come out feeling all warm and heartfelt ,10
257,EN,88588036,right now it is somewhat hard for me to write this comment without giving any spoilers but i have marked it with a a spoiler tag just in case somebody thinks this has a spoiler in it i saw this last night with a bunch of my friends after watching the movie we came to the conclusion that it has been a while where a bond movie has not been totally about some hot chick with a bizarre name or gadgets that somehow work their way into the plot the execution of all the stunts was great any gadgetry was minimal and quite believable and most of all daniel craig is quite ripped to all the nay sayers about craig yes in the trailers he looks somewhat weak and a little short but whenever there is a scene with him without a shirt he is very built not only shown by a very defined six pack but also by great muscle definition in his arms and legs the other thing that craig brought to the movie was his sense of style he was able to play an egotistical head case and a gentleman without a change in how he acted ,10
258,EN,88588036,i am sure many will disagree with this review still here my take first daniel craig is a great james bond a lot of the movie works but i had several complaints and in the end i had to say i did not really like it at least not enough to want to go see it again in the near future biggest complaint this movie is way too long and it drags near the end the main romance was not terribly believable given the way things were set up characters would enter with little to no background or setup then have a major plot impact seemingly out of the blue at the end of the movie i discussed it with several friends and we could not even decide who one of the main characters was supposed to be or untangle another character likely motivation or what happened in a third scene by the end i was left emotionally detached the movie does a lot of things right but a lot of other things wrong and for me on balance i cannot recommend it ,4
259,EN,1439058182,this was a wonderful movie although some of the more adult scenes could be limited and the end was rather predictable i saw it with some friends who also enjoyed it quite a bit leonardo dicaprio did a great job boosting his image after such titles as the beach tom hanks was great as well i cannot wait to see it again once it is released on vhs or dvd somewhat long but it feels like # smaller movies all rolled into one large package younger people may not understand most of what is going on but the story is good nonetheless bits of humor are added to make it even more crowd appealing overall it was a very good movie a good reenactment of the true story at least from what i have heard and it deserves some recognition ,8
260,EN,-195188985,there is no denying the excellence of al pacino performance nor the entertainment value of the movie that said i would suggest that readers try finding a copy of the film scent of a woman was based on the italian made profumo di donna starring vittorio gassman gassman interpretation is much different and the film though a comedy in the universal sense more serious gassman character is an unlikeable failure with little to recommend him the intrusive prep school subplot in pacino version makes no appearance in the italian unfortunately profumo di donna has yet to be released on dvd only on vhs your search will be more than worth the effort as will your time spent watching the film ,8
261,EN,-195188985,thank god pacino finally received the oscar statue he so rightfully deserved in all the years he was in the acting business it nice to know the academy finally came to their senses and awarded him a best actor oscar for this landmark role this is one of his most memorable performances and i am sure when people think pacino they think about his portrayal of the blind colonel slade hoo ha the movie itself is not technically great very good but not great the plot is quite predictable and driven via patented hollywood devices the courtroom climax contains one of pacino most powerful monologues however its outcome is melodramatic personally i thought the whole idea of pacino being more perceptive of the world than any man or woman with perfect eyesight was far fetched and sometimes more implausible than stunning i am sure there are blind men in the world who are in fact very perceptive to what goes on in the world but few if any who can recall a whole history triggered simply by the sound of one voice how is he able to tell chris o would onnell has pimples he not handicapped by blindness this guy has psychic powers he does not need sight i do have to say that some of the most memorable lines come from this movie pacino says some original and wildly funny monologues involving subject matter i cannot discuss in this message and of course there the timeless quote hoo ha which later became a pacino trademark scent of a woman is a somewhat flawed but effective and entertaining film it a must see for pacino fans everywhere it not everyday you can catch a performance this powerful my score # out of ## ,9
262,EN,-195188985,al pacino has made many fine movies and i feel that this was his best effort in a role that was not the usual the scenes where he goes to dinner with his babysitter and dances with the lovely woman and then the finale at the school were very moving highly entertaining ,10
263,EN,-813589240,this is really gritty intense and poignant film making it is the top movie of the year so far with some scenes that should be remembered for a long time some people might think it uses too many conventions i say posh all the performances are successful and every big moment is shot in such a correctly unique way that we are not let go from the movie the scene with matt dillon and thandie newtown in the car accident was brilliant as was the subtle and simple film score the digital camera work was also technically masterful this will definitely be on my top ten list at the end of the year and if it not then we have been blessed with a really good movie year i applaud haggis for his debut i cannot think of many others who started off with such confidence ,8
264,EN,-813589240,i was blown away by this movie i am not a seasoned film critic by any means but i wanted to express just how much and what i loved about this film i loved it on so many levels my husband and i watched it last night and it prompted so much discussion on how people from all cultures form stereotypes of other cultures the movie made us laugh at times it made us cringe cry and wipe sweat off our brows i was very pleased with the cast chosen and even more pleased with the superb job they did in acting the parts i loved the no frills raw look of the film i really enjoyed the emotional soundtrack score as well best of all the movie made us really think and that folks is very rare these days for a motion picture to do that ,10
265,EN,-813589240,absolutely amazing i had no expectations going into this movie because i had not seen any advertisement for it i would like to think of myself as impartial for that reason i was absolutely stunned by this movie floored it was one of the most jarring pieces of film i have ever witnessed i was supposed to go to a friends party right afterward but i just could not do it the movie left me in a state that i just could not stop thinking about myself and everything that i do i even cried i have seen movies all my life and not once cried in a theatre obviously it wo not have the same effect on everyone and a lot of people wo not like it but whoever and wherever you are i would recommend seeing it you might learn a thing or two about yourself ,10
266,EN,-813589240,perhaps the most striking and jarring stereotype revealed by this film is the filmmaker own apparent belief that the american public is completely incapable of understanding subtlety this is not so much a movie as a sledgehammer assault to the head i was not offended as a white person or as a woman or as a resident of los angeles but as an intelligent person capable of comprehending undertone facial expression and unforced dialogue while haggis makes the astute observation that our quotidian lives are charged with many levels of racial prejudice and misunderstanding the words coming from these characters mouths are as misplaced as the movies that attempt to have modern characters speaking in iambic pentameter who are the characters in crash certainly not any of the angelenos i know no one spends their entire day pontificating about race even if the subject is always there bubbling just under the surface no one uses these characters vocabulary nobody is so one dimensional is it too much to ask that hollywood create a movie that deals with race without making race itself the only character with any sort of definition and development why are we hit over the head with the concept of race but leave the theater wondering who the hell those poor souls were and on which vacuous studio lot in whose overly eager brain we can find them ,5
267,EN,922129673,in the tradition of sixth sense an intriguing and challenging view of social stigmas and expectations this story is quite a statement about social acceptance and an insight into the terrible affliction schizophrenia worth a watch but do not expect anything you will be wrong ,9
268,EN,922129673,there no doubt that fight club is one of my favorite movies its attractive and original style its trapping story its performances its ending and its message turn this sequence of images with sound into an authentic masterpiece i consider this film to be one of the best of all times fincher tells us the story of an unnamed character the narrator who has entirely devoted to his job and whose life completely lacks of meaning this guy who is very well interpreted by edward norton suffers from insomnia and cannot find the solution to his problem he becomes addicted to attending support groups and pretending to be a victim which at first seems to be the cure to his sleeping disorder but the presence of another impostor named marla singer helena bonham carter ruins everything norton starts feeling uncomfortable the narrator meets the man who is going to help him solve his problem tyler durden brad pitt durden will try to open edward eyes he will teach him how to leave everything behind how to forget about the material stuff in order to discover the meaning of his life they will co found an underground club known as fight club this film is the story of us the story of everyone this is a love tale that camouflaged by a critic to capitalism and consumerism talks about the pursuit of happiness talks about finding the right person the person that takes out our best selves it is a story that strengthens values such us compromise conviction devotion determination and love ten out of ten,10
269,EN,922129673,the masterpiece movie fight club is rather an interesting movie if you have ever seen this movie before watch it again and pay close attention and once you have done that watch it again and pay closer attention you may be surprised by what you see i guarentee it fight club is believe it or not closely related to fascism and the ways of adolf hitler if you ever have time you should study up on what hitler said back in ww# and then compare those words tyler durden from fight club used in fight club there is many more interesting things on how much adolf and tyler have in common check it out sometime you would be surprised ,10
270,EN,922129673,this is an excellent movie even though many people never understood what it was about and many thought that it was a pointless action movie what makes this movie excellent is that it not an action movie per se but more of a psychological and philosophical journey into the mind of every male bored and tired of their own lives you know who i am talking about the ones that are stuck in dead end jobs stuck with a commanding wife that treats em like dirt and want something better and the ones that are alone with no one in sight to comfort them the material things do not help em feel better and that why the narrator feels like he does until he meets tyler durden the fights in fight club only help release all the male rage inside which would help most of us if there are chick flicks well now you can say there is a dude flick i know all these comments have been posted before but this is my first post ,10
271,EN,922129673,the book was absolutely genius and of course the movie is too this movie is so whacked and also so interesting that you do not know whether to laugh or to cry at the end and whether the end is disastrous catastrophic or very pretty it was an experience watching this one it actually has a very strange mixture of extremes a band of stressed people that develop a very very dangerous and strange hobby that turns into a sort of religion a schizo who is brain damaged and does not even know it the most weird love hate relationship you have ever seen and the most weird dubious and scary characters put together in just one movie but it remains a very original and exciting film to watch what can i say if it edward norton it bound to be a good movie ,10
272,EN,922129673,this is without a doubt the best movie i have ever seen the performances of everyone in the cast from the smallest bit the priest to brad pitt tyler durden are unbelievably believable the story is told and strung together in a way that i have never seen done better before i understand that some people are not able to handle violence but every single second of this film is needed to achieve the goal that was so perfectly attained ,10
273,EN,327575819,given that this was made so soon after sin city one cannot deny the possibility that a reason for making it was the popularity and widespread success of the aforementioned film both are based on comics of frank miller both are bloody and packed with adrenaline and style however regardless of what may or may not have been in the minds of the producers this movie is entertaining and fulfilling whilst not as well rounded and perfectly executed as sin city it has plenty of action cool shots and intensity to go around i have not read the original comic book so i cannot comment on how well this tells the story that miller not the historians do not make the mistake of confusing this film for an actual account of events intended but i can say that it pulls off the comic book feel pretty darn well the visuals are simply stunning and the movie is filled just about to the very brink with gorgeous designs and camera work that amazes the many boxes of text found in most comic books are translated to the medium of film with a narrator and it works remarkably well i was worried early on that the narrator would remain for all of the film but i found it to not only mesh with the visuals but improve the overall experience the music is part orchestrated score and all fits exceptionally well the pacing was flawless the acting i found to be masterful for just about every part the dialog varies but the majority is good the grandiose speeches and the serious tone of them is lightened pleasantly through occasional wit the battles are massive bad ass and often quite bloody though there was less gore than i had expected but i did not mind i would guess that big parts of the audience are comprised of people coming mainly for the battles and i would say that most will leave the theater satisfied the sequences of fighting are long stylized well choreographed and wickedly cool i found the rest of the movie to be interesting and engaging and i would not say that the fights are too long one thing i really liked and that got the movie and frank miller my respect was the way the spartan women were depicted strong passionate and as full of courage and fortitude as the men whether or not this is historically accurate i do not know but that miller and the movie would depict women that way is something i can only support and encourage the movie was not perfect however some shots were less spectacular than they could or should have been and the last battle was perhaps a little disappointing still this is a movie that i urge anyone who enjoys action macho ism and comic book style to watch i strongly recommend this to any fan of comic books and any man into action # ##,8
