Language,Movie_ID,Review,Score
en,134880575,i first heard about this film on the internet way back when it was announced that they were going to make the biopic of johnny cash i did not think too much of it and as months went by i started becoming more and more interested in it i thought joaquin phoenix was great in a lot he had done since gladiator and was becoming a fan reese witherspoon i aways saw as a girl next door type so i was up in the air with her playing june carter when i finally saw a preview of the film i immediately wanted to check it out do to my curiosity and speculation something inside me wanted this to be good so i checked it out i was hooked from beginning to end and i even found myself toe tapping to the music i am not even a fan of country the performances are outstanding with both phoenix and witherspoon at their career defining best i am pulling for both to win the oscars for actor and actress but am shocked to find out it is not up for best picture it an outrage because whether the academy agrees or not apparently not this is the best picture of #### see it for an entertaining story music drama and overall great film ,10
en,134880575,written and directed by james mangold walk the line charts the life and times of renowned country music artist jonny cash the film stars joaquin phoenix as cash and reese witherspoon as june carter the woman with whom cash has an elaborate romance despite likable performances by phoenix and witherspoon walk the line is wholly formulaic unfolding like a superhero origins tale the film watches as cash rises from humble beginnings dons a costume becomes a star drug addict and then lover fidelity and faithfulness are the film chief preoccupations the walking the line of its title cash called upon to be faithful to a wife he betrays and then a lover he gives up a serious drug addiction to be with though a by the numbers biopic and though it completely flattens and simplifies a rich life walk the line is entertaining glossy and ends on a cute note # # ## worth one viewing see tender mercies ,7
en,-24241856,the best way to watch this movie is to watch it on dvd actually your own dvd not a second hand one if possible the reason well in that way at least you try to watch it with patience i mean after all you must have spent more than ## well that what the boxset costs in my case that helped me enormously when i first ordered the boxset on the internet i was so excited that i am finally going to watch the greatest movie of all time then about # weeks later the dvd arrived i waited until the weekend i am a highschool student and watched the first godfather my first experience of it was well disappointing it was boring and the story went too slow i was not just disappointed i was furious furious about all the good reviews about this movies but then with my incredible patience i watched it again i mean after all i spent a huge amount of money on this i had to understand what it was about second time was also bad then i watched it for the thrid time and it was incredible it was fantasitc suddenly i could see all the meanings of the movies and from then one i watched it again and again i must have watched it more than ## times now but i will never get bored so please if you are watching the godfather trilogy for the first time and you are young buy the boxset it will help trust me ,10
en,-24241856,much of my male wisdom and philosophy on life is derived from the godfather it is one of the most powerful poetic dramatic stories in history elevated from pulp to high art by a brilliant ensemble cast mythical direction and a riveting script brando is forever enshrined by his performance as don vito head of the powerful corleone crime family al pacino stars in his breakthrough role as the don son michael who is ironically transplanted from war hero to mafia chief during a pivotal existential murder scene it is a comment on the fallibility of the american dream how every good boy has the capacity for bad every character resonates with authenticity every subplot relates back to the theme of redemption through dedication to family the godfather above all raises moral questions about how far one should go for their family it is a tribute to an age long before organized crime had been washed away by drugs and rock and roll when loyalty was ensured through family connections and the power of the mafia was as strong as the national government a film that is truly epic in scope and all encompassing in wisdom a masterpiece ,10
en,-1924172856,the two towers is without doubt this year best film the errors are very small and the achievements very major in particular the most creative and memorable cgi ever makes harry potter # look like a poor tv show from ten years ago this is the sort of film you can watch twice in the first week and still come out wanting more ,9
en,-1924172856,not the worst movie ive ever seen but you combine that it wasnt that interesting and the fact that it was over three hours long makes for a mid level movie the movie looked great at times but in a couple of scenes the use of a blue scene was very noticeable,10
en,-1924172856,these films are little more than eye lesser eye candy there are hideous omissions by jackson a director ought to know better jackson did know better there is no curse in elvish entish or the tongues of men bad enough for such treachery down with jackson and his movie book ii paraphrase how many people will not read tolkien because of this # part film fiasco jackson could have stayed close to the text the first glaring departure from it was when gandalf did not use his staff to create a flash when bilbo put on the ring at the party this allowed for many sins there are worse faux pa but i shall not mention them here except for one other particularly nasty flaw the mis attribution of lines both to and by movie chaarcters this is unforgivable here a bad one wormtongue ah but you are alone who knows what you have spoken to the darkness alone in the bitter watches of the night when all your life seems to shrink the walls of your bower closing in about you a hutch to trammel some wild thing in so fair yet so cold like a morning of pale spring still clinging to winter i mean really what have we here wormtongue the white grima the poet gandalf said these words to eomer and there is worse to come alas that peter jackson does not drink from the chalice of misattribution folly and horror as we who have read tolkien well in sum this quotation from denethor ii will suffice have i not tasted it the vileness of his straying from the written word now many nights upon my tongue foreboding that worse yet lay in the dregs as now indeed i find would it were not so i even fell asleep during the second flick in the heat of the battle at helm deep i do not think i care to see the third installation one imagination is brought to life by the words of j r r tolkien and said images are precious to me jackson works are a denigration not an enhancement for me i do not need my mind eye disturbed so foo sincerely dr prevarite,10
en,-1924172856, spoilers contained within this review ok let me preface my review by saying i overall enjoyed the movie if i had not read the books many times i probably would have really enjoyed the movie but i do not think i would have enjoyed it as much as the first that sentence is misleading however i did in fact enjoy the two towers it just left me with a sour taste in my mouth read below for details the fellowship of the ring was in my opinion one of the best movies i would ever seen it did not remain entirely true to the books but there were few additions and a few ommisions that did not have an overall effect on important characters in the story to come the biggest problem with the two towers is that as has been said before some of the added material is unnecessary some not necessary but interesting things were left out and a few important plot changes were made to me there were four big changes that are worth noting and i will in the increasing order in which they bothered me first the battle with the wargs giant hyenas was an addition and a reasonably significant one for the most part i would say this was a welcome addition more than anything else it was simply exciting however it could have done without aragorn going over the cliff second the elves being included in the battle of helm deep was neither here nor there for me it really added nothing to the story but it did not take much away from it either third was king theoden being possessed by saruman this is where the changes start hurting tolkein character development and will ultimately put a damper on the character development for the next installment as mentioned in an earlier review theoden breaks free from wormtongue on his own which shows his will he is also a much stronger king in the books lastly and to its largest detriment is the change in the way faramir handles the situation with the ring as we learn later on faramir is the highly unfavored son of the leader of gondor because he was weaker than boromir i understand jackson justification of making faramir want to please his father but that is simply not how faramir character is drawn up he is noble and wise he intuitively knows what happened to boromir and knows he cannot make the same mistake unfortunately this happens and moves on until the movie is nearly over and it left me with a sour taste in my mouth it just was not necessary and will hurt the character development across the films for people familiar with the books there are a lot of other obvious changes from the book but these are overall less significant the development of the ents is obviously lacking in the film but the overall effect is not much different the reason the changes in fellowship of the ring were so tolerable was because the end result was still the same as the book ultimately the same thing happens with the two towers it leaves us about ## ## pages before the end of the novel but the path we take to get there changes things that will have an impact past the scope of this film on its own now that i have gotten that gripe out of the way i will discuss some other things gollum smeagol was produced exquisitely his interaction with frodo and sam is very believable and his facial expressions and humanity hobbity are both impecable the battle scenes in general are impressive to say the least but you wo not find anything like the fight sequence in moria with the cave troll or the duel between aragorn and the uruk hai fighter like you did in fellowship the battles in the two towers are bigger but somehow less exciting it comparaing apples to oranges though what the two towers does in its battle sequences it does very very well as far as large scale battles go there is not much that can rival the execution of the battle at helm deep the opening scene with gandalf is a good way to get the audiences pulse going and the scene showing his return to gimli aragorn and legolas and the fight on top of the mountain was amazing my conclusion is simply that i must see the movie again knowing what to expect this way the changes wo not distract me and i will be able to concentrate on exactly what is happening in front of me ,5
en,1719723842,not usually a tim burton fan although i can never really complain i thought the big fish was original and told a warm story that will connect with anyone who has loved a parent as any child does and then lost them big fish will remain with me for a very long time a true keeper now if we could get follywood to endorse produce similar art then perhaps their movie attendance would creep back up apologies for the soap box can anyone tell me why a comment must have ## lines seems a little verbose to me especially if you just want to submit a comment but forgive me i am a newbie register ,8
en,-1261130941,talk about spoilers when i saw this movie it was spoiled for me and i could have committed murder no jury would have convicted me after learning there was a secret to the plot i made a point of not reading any reviews nor talking to anyone who had seen it i finally got a chance to go settled into my seat and as the lights dimmed excited for a good story i barely noticed the two men who sat down behind me i could not miss these two jack asses a few moments later though as the movie began and one of them said to the other so when did you figure out that bruce and proceeded to discuss the secret of the movie the whole theater almost saw dead people the viewing was ruined for me it will always be marred by the memory of two jerks with no movie going manners who revealed the big secret robbing me of the suspenseful movie going experience ever happen to you ,8
en,-1261130941,m night shyamalan returns to directing for his second effort after the disappointing wide awake which he directed for release in #### his second film the sixth sense was a staggering success that rocketed shyamalan to the very top of the filmmaking world bruce willis plays malcolm crowe a child psychologist who takes on the excessively challenging task of helping young cole sear played with amazing skill by haley joel osment a boy who is cursed with the ability to see dead people complicating the plot is the fact that malcolm once had a young boy as a patient with the same problem and he was unable to help him and he is now afraid that the same thing will happen with cole every individual scene in the sixth sense is saturated with cinematic trickery giving even the liveliest settings a birthday party for example a strikingly eerie feel because of that even though the film is not non stop relentless thrills and scares it never lets the audience relax which is one of the main things that make it such a good movie besides that not only does the film avoid excessive gore and tasteless violence it also provides the perfect premise for presenting the small amount of gore that it does contain cole is able to see people who are dead and naturally he sees them as they look when they died this provides for some seriously scary moments such as when he is using the bathroom in the middle of the night and the woman walks by the doorway very simple but coupled with the startling sound effects at that moment this is one of the scariest scenes seen in movies in recent years the sixth sense had a incredibly imaginative and original story and it was presented with great skill it has a certain quality that very few movies of this type have most movies try to keep the audience guessing wild things but in the sixth sense the audience does not even know that something is amiss before the breathtaking plot twist the ending is not even considered as a possibility however once the ending is realized a number of questions begin to arise spoiler how could malcolm have lived for so long as a dead person without noticing anything strange would not it seem strange to him that no one was able to see him since that one night when he got shot by his former patient he could not possibly interact with anyone in the world of the living and even if he could why did not his fiancee acknowledge him at the restaurant i mean assuming that he does not know he dead questions like this are usually inevitable with a movie like the sixth sense and i think that they could have been answered if the film would have gone into how it possible for these people not to know that they are dead even though the back of their head is blown out or half of the skin on their face has been burned off do they just perceive everything as being normal i do not know but either way despite trivial shortcomings like this the sixth sense is a groundbreaking supernatural thriller and you see something new in it every time you watch it that a rare quality that not many movies have do not miss this one ,10
en,-1261130941,out of all the movies i have ever seen only two movies have had endings that managed to take me completely by surprise those two are diabolique and seven well make this movie the third i am not even going to hint as to what happens in respect for an amazing script amazing performances and a storyline that will have you believing the unbelievable without even thinking twice just when nothing else this summer or year for that matter looked like it was going to top blair witch as the best movie along comes sixth sense if you are debating going to see it just go it worth the price of the ticket and will have you walking out of the theater stunned unless a real miracle happens it may be a long time before another movie is released that has quite the ending as this one but believe me it not just the ending that will have you completely captivated amazingly for a bruce willis movie there are probably only two words that would be edited out if this were to be showing on tv look to see this movie winning big at the oscars unless like what usually happens the academy decides it was too dark and nominates the haunting scream ### the geriatric slasher or something equally brainless and pointless ,10
en,-1261130941,as the summary line says the #th sense is by far the best movie of #### hands down it has everything intelligence a few pretty creepy moments and some of the best acting i have ever seen coming from the very young and very talented haley joel osment who outacts nearly every actor i have ever seen and the ending well you will just have to see the movie to believe it go see this movie go see it again and again ,10
en,-1261130941,bruce bruce bruce who would of thought that this one liner action thriller gets the girl type actor could pull off such a deep performance i did knew it all along and nobody could have done it better if he does not get a best actor nod for this it will only remind me of jim carey overlooked genius from last year i would see this movie again already have plans to go it held me after the first ten minutes and made me jump laugh and cry everyone around me was reacting the same way and the theater was shoulder to shoulder the child actor haley is very believable and the actress who plays his mother collette deserves a supporting actress nomination the only competition bruce has for best actor is his diminutive co star all great efforts and an ending that will knock your socks off ,10
en,-1261130941,i have to confess i did not figure the plot out in the first ## minutes but that because i was so bored i did not waste neurons trying to figure it out this film has no alternative to being boring because the screenplay has to carefully keep bruce willis from engaging in conversation with any other adult for nearly two screen hours this give it an oddly staid funeral parlor cache between the gripping beginning and end sequences that said it is artistically done well edited and well acted despite being so drawn out i agree with other reviewers that it would have been perfect for a ## minute twilight zone episode or longer treatment at the hand of alfred hitchcock ,5
en,-679719607,this has to be one of my highlight movies i have seen during summer took me forever to get it and i regret not being able to see it in the theaters the movie is very colorful and the robert downey jr does an excellent job as a thief in the wrong place at the right time the narratives are filled with humor and the entire situation makes light of even the darkest situation this is definitely a light hearted movie and should be watched by people who crave a bit more meat in their comedy this is a movie that i recommend viewers of all ages watch it at least once simply put to me this is a movie to own and works well for group sessions ,10
en,-1321113265,i have to say this film is great to watch it has a marvellous opening sequence though not as good as ryan omaha sequence that has you enthralled from the first minute the unusual approach on focusing on snipers made for a refreshing twist and i think gave more suspense waiting as each person aimed was nailbiting the only actor who let the film down i think was probably rachel weisz far too posh to be a peasant russian resistance fighter she simpered her way throughout the film with probably one facial expression all the way the star of the film was undoubtably gabriel thomson who i believe was ## at the time unlike daniel radcliffe in hp thomson is never once wooden and steals the show he displayed some amazingly mature acting and emotions the action sequences were wonderful as were the sets but and this is a big phobia of mine they managed to sneak a sex scene in i do not know how they did it but it was there and for me totally ruined all tension and emotion they had built up so well lord knows how sex fits in with the battle of stalingrad but it was not necessary and spoilt the film other than weisz and the sex scene this film would be a near perfect war film ,4
en,-1321113265,maybe there something nostalgic about russians and german characters not speaking with their proper accents in war movies because that how a lot of war movies used to be made but it something that just gets on my nerves the opening battle scenes are on par with saving private ryan the tension of the two snipers duel is nail biting but the love triangle subplot is forgettable and the filmmakers fail to utilize and comment on the propaganda used by both the soviets and germans in any meaningful way the movie does get points for showcasing the eastern front of the european theater hollywood would have us believe the us won the war single handedly but the russians were in fact instrumental in the defeat of the nazis still i just cannot get past those russians with british accents # ## if you would like to see movies that highlight the eastern front even more effectively check out sam peckinpah cross of iron from #### or the german made stalingrad from #### ,7
en,73962833,for those of you who say that this is nothing like the godfather you are right the godfather is about the mob life at the top white collar goodfellas is about mob life at the working man level blue collar both show their home life and their working life but are very different in the godfather corleone gave the word or in some cases the nod to have someone whacked in goodfellas these guys were the ones who carried out the order to whack someone so you can not really compare the two i like the idea of watching a mob movie and not hearing that stereotypical italian music playing in the background the regular music of the day is what is more believable and enjoyable at least to me we are lucky to get to see deniro is both of these films and what a performance he gives no surprise liotta is charming as the new kid on the mobster block though his character never kills he does just about everything else pesci steals the show as the sick f ker who can kill without any thought lorraine bracco is stunning as liotta wife it is interesting to see the two of them as they get swepted away in the muck of the underworld she knows she should get away from this but cannot because it kind of a turn on possible spoilers the two best scenes for me is when the camera is following liotta and bracco through a restaurant from the alley to their table without a cut all done with such a grand flow perfectly shot with then he kissed me playing in the background the other is when all those mob buddies start showing up dead one by one with that erie music playing in the background cannot think of the song but is was terrific and terrifying at the same time end of spoiler yes the godfather was brilliant but do not rule out goodfellas view it as the other side of the coin in the mob world perfectly acted scripted and shot and with a killer soundtrack to boot watch it or get whacked ,10
en,73962833,i am sorry godfather # and # but this movie is better in my opinion it really is a tough choice to make since all three movies are perfect in my opinion but i just like this one the most if you have never seen this why not you are missing out robert de nero and joe pesci are at their absolute best in this when i recommend a movie to someone that has either of those guys this is the movie i always say first however it should be noted that a performance in this that people underrate is ray liotta he fantastic as henry hill and he is way more interesting than the real life henry hill who has been accused to have lied about and embellished his mafia stories martin scorsese has never done a better movie than this so if you have not seen this then go see it ,10
en,73962833,goodfellas well perhaps one of the best movies ever made it holds a serene sense of the life of the modern gangster in ways that movies like godfather although i enjoy it intensly are not able to do even like henry hill says in the movie there were no curses like you see in the movies your killers came to you with smiles we are getting a fact based movie which is hard to believe but is true the book wiseguy which goodfellas comes from is nearly identical to the movie we are not getting a novel like in puzzos godfather but an actual account of the mafia in america and its done masterfully who can deny the copacabana shots its just great to go for several minutes with such intricate cinematics is wonderful and unlike other movies which do this with special effects shots we get an intense and moving moment with only the characters it is just wonderful the movie is gatsby gone arwy and if nothing else a masterpiece of american cinema,10
en,73962833,one of the best films i have ever seen outstanding performances by deniro pesci and liotta follows the book almost word for word the best glimpse inside the mob that hollywood has ever offered us it a great movie highly recommended,10
en,73962833,this is the best movie ever do yourself a favor and watch it you wo not be disappointed there are so many classic scenes and characters need i say more just look at the high imdb score with over ### ### reviews enjoy it this is the best movie ever do yourself a favor and watch it you wo not be disappointed there are so many classic scenes and characters need i say more just look at the high imdb score with over ### ### reviews enjoy it ,10
en,-1639893422,i was a little put off with the thought of having to read the entire movie although i have to admit it was not that bad it was not filled with long spoken dialect i loved the set location and the characters but i felt the story line left me wanting more it felt like something was missing for me to really be captured in it its not a movie i would say i would watch again the ending left me a little out of sorts as i wondered about the children that were not taken where are they now and why were they not taken or worse killed also my thoughts kept going back to the mother in law that was nagging at her son in law what happened to her ,5
en,833956698, and for this movie especially sure most boards are just anonymous posters trash talking or hero worshipping various actors and directors but the d boards for apollo ## were full of solid technical knowledge by rkis and many many teachable moments all those years of patronizing imdb enduring their ads supporting their sponsors and now knife in the back eh wot o,9
en,-769391302,that was # hours of my life i will never get back brad pitt and the director should of done some research on german weapons and battle tactics before making this film # sherman and mr pitts firefly line abreast attacking german positions that are dug in and camouflaged with not # but # anti tank guns that would of been at least pak ## that could penetrate # # inches of armour at a ## degree angle at ####ft they would have shot holes through that attack but alas no one can aim an advance through a town and once again an anti tank crew where no one has been trained to aim and mr pitt lives again the scene where they battle with the tiger tank is just stupid they would of identified mr pitt in his firefly and took it out straight away as this was german tactics of the day because they knew that the firefly was the threat to them not the standard sherman which brings me to the last battle scene what a load of rubbish ## of the waffen ss were the premier troops of the german armed forces of world war # they might have lost a few when they came down the road but they would of soon flanked this broken down tank and shot holes in it remember these troops learned there ways on the eastern front against hordes of t ## and kv # they would of known how to deal with a broken down sherman in the middle of a road as for the two stick grenades into the tank to finish of what the worst sniper in german history could not do well i am just going to say this they would of needed a vacuum cleaner to pick that lot up if it was depicted right brad if you are thinking of doing another ww# movie go and talk to mr spielberg and he will show you how to get it right because it does not even stand up to saving private ryan,2
en,-769391302,i was so excited to see these actors together and i have to say i found the acting pretty good it was nice to see shia labeouf play a different side i have not seen before brad pitt is the normal bad ass but i guess that just they way it is but the good stop there the plot was so stupid and left me confused did i really just watch a movie about a stupid tank half way i kept thinking point of no return must come soon but just never happened not only is the plot stupid with no story the movie is also super unrealistic which really annoyed me probably one of the worst war movies i have seen so many stories to tell about ww# and this was just a waste of time the movie was too long because of the many pointless scenes that i guess was supposed to make the me like dislike the different characters this could have been great sadly i was really disappointed ,4
en,-769391302,his face might be dirty but brad pitt hair keeps its streaks just as the rest of his tank mates sport coifs evidently emanating from the uninformed imagination of a hair designer who imposed eccentric #### cuts on what we are supposed to believe are ww ii soldiers one also sports a goatee another what appears to be a wedding ring on his right hand a third a chain on his neck the dialogue matches lots of fucks but none of the shits and goddamits much more likely to have been heard in the ##s but there are shades of the ##s in fury shades of ##s war movies that is there the mixed crew an ethnic an innocent a lout a tough guy who all ultimately bond together there the bittersweet interlude with german women even including one whose hairdo is reminiscent of veronica lake and there the almost futile battle with at least one good guy surviving of course we now have color more and bigger explosions and more graphic blood and guts or paint and animal entrails but i would just as soon save some time and when i want to watch a war movie download to hell and back,5
en,-432074910,who among us has not at one time or another dreamed of one day chucking the whole corporate rat race adult responsibility thing and moving to an isolated cabin in the woods where we would be free to get in touch with our inner selves and become one with nature yet even though many of us have fantasized about doing such a thing few of us have had the intestinal fortitude or psychological wherewithal to actually go out and do it well christopher mccandless actually did go out and do it though with sadly tragic results for both the young man and those dearest to him at the age of ## mccandless could have had the life of privilege comfort and financial success natural to one who had just graduated with honors from a prestigious institution like emory university especially one with wealthy parents instead he chose a different path for himself one that would reject the materialistic values of the world around him and send him on a journey of self discovery which despite the best of intentions would prove fatal to him in the long run over a two year period from #### to #### chris traveled all across north america on foot by kayak by bumming rides off strangers finally ending up in the wilderness of alaska where he was to meet his tragic fate along the way he encountered numerous colorful characters who made a mark on his heart this adventure was popularized in the best selling book into the wild by jon krakauer who reconstructed mccandless experiences largely from notes and journal entries left behind by the young man and through interviews with certain key players in the drama for the movie version writer director sean penn has made chris devoted sister carine the narrator and chief commentator on the action it is through her reflections that we come to understand some of the reasoning behind chris remarkable willingness to forego all the creature comforts of the modern world that the rest of us seem to cling to so tenaciously as with any tale of a picaresque nature into the wild is more a series of vignettes than a fully fleshed out drama and thus it has an occasional tendency to ramble and wander aimlessly yet its narrative looseness is clearly a large part of the story charm moreover penn keeps it tightly knit together through the narration the use of flashbacks the scenes involving chris parents and the mesmerizing fluidity of the camera work and naturally the evocative richly variegated landscapes against which the story unfolds play a crucial role in the overall richness of the film some have charged the movie with romanticizing and glorifying an individual who was arguably sociopathic and whose actions and decisions ultimately led to his own death yet while penn clearly wants us to identify with chris sense of idealism and carpe diem spirit the filmmaker also acknowledges that there are some serious psychological issues at play here mostly brought on by the young man being raised by two obviously dysfunctional parents yet the movie is also about how important it is for us to forgive those who have wronged us and to not allow bitterness to determine the course of our lives with his boyish looks and unprepossessing manner emile hirsch embodies the devil may care spirit of what is essentially a ##th century version of henry david thoreau in relatively small but crucial roles william hurt and marcia gay harden leave an indelible mark as chris parents the many individuals he meets along the way are embodied by brian h dierker catherine keener vince vaughn and most memorably hal holbrook heartbreaking in his oscar nominated performance as an old desert dweller who offers to adopt chris as his son in the end into the wild can be read as much as a cautionary tale as one championing the cause of unbridled individuality like grizzly man it shows how an obsession with nature and an unrealistic disdain for civilization can lead to disastrous consequences for individuals unequipped to deal with the harsh realities of the natural world if anything both films serve as a call for reasonableness and balance in determining mankind proper place in the overall scheme of things ,8
en,-432074910,the best directed movie from actor auteur sean penn since #### underrated the indian runner this is a visually gorgeous travelogue showing the sites of america though the yearning eyes of christopher mccandless a suburban college graduate turned intrepid idealist who ditches everything giving his law school funds to charity for a trip to alaska for what he considers the ultimate freedom eventually without a car or money mccandless meets a hippie couple a charming tractor driver and a dear old man with a tragic past each character serves as a peripheral warning for mccandless that his ill prepared trek might not be very safe and even those not familiar with the true story can assume it a one way ticket from riding a kayak through the colorado river to climbing gorgeous mountaintops director penn shows more style than struggle for the main character whose journey is mostly aesthetic and backed by original music by eddie vedder dwells in a glossy documentary style giving the isolated journey a much too rosy outlook except scenes in the present as mccandless resides in a junked magic bus in the middle of nowhere alaska and eventually runs out of food and sanity with a determined scruffy puppy countenance emile hirsch balances dedicated traveler and naive optimist decently enough with mistakes equaling accomplishments he never shown too perfectly despite the heavy handed narration by his sister who subliminally compares him to the ever quotable philosophers instead of a normal guy on an abnormal quest his obstacles include skinning a moose before flies take over getting stuck in mexico and the temptation to sleep with a sixteen year old kristen stewart running at a breezy two and a half hours this is a trip worth taking and although there a clear anti capitalist message throughout the film made by a politically polarizing celebrity is never one dimensional or one sided anyone yearning to escape from the drudgery of city life into the wonders of nature will enjoy this quest there a lot to experience with enough time for everything to matter for more reviews www cultfilmfreaks com,10
en,-432074910,hello this is my first review i am not american i am portuguese from portugal not brasil so sorry if you do not understand my english this movie for me is the greatest film ever i think the actor was perfect and i have to congratulate sean pean for directed this one i watch myself in this movie cause the point of the boy is to be free liberty i think the final is brutal but awesome it different i cannot read the book because does not exist in portugal the story it perfect i do not understand why this movie does not have won an oscar i will love it forever and see it so many times d by by,10
en,-432074910,maybe the older i get the less patience i have with people who do willfully stupid things having said that i cannot fault the acting or direction of this film the cast is very good penn obviously knows how to direct his actors the vistas are magnificent the problem for me is the central character is someone who is smart enough to know better but goes ahead and does the stupid thing anyway i try to chalk it up to youth but the scope of the lead character stupidity is so great i find myself unable to do it ok i think maybe when i was ## i would have done something like that given his family life but the answer always comes back hell no i was not even that stupid at twelve christopher mccandless played by emile hirsch has a mommy and daddy played by marcia gay hardon william hurt who fought a lot while he was growing up that unfortunate he graduates college and decides most people lead empty lives hey what a concept and because he must have a tremendous amount of rage towards mom and dad he decides to hell with it all tears up his credit card and money or gives it away ok that kind of cool and thinks screw it he going on the road a free spirit what is his ultimate goal alaska why who knows maybe it because that as far away as he can get from mom and dad who despite the fact they fought like cats and dogs are totally anguished over the disappearance of their son who never never tells them where he went or communicates with them once he never even tells his sister the person he supposedly loves what he intends to do so he not just stupid he unforgiving yay so this over privileged clueless ## year old with a liking for thoreau byron who probably would not have been caught dead in alaska at least not that unprepared sets off on his trek for a very cold place and on the way behold he encounters a bunch of colorful eccentrics whose lives he touches briefly and magically and then he flits away because he is after all a free spirit evidently someone has neglected to tell chris the ####s are over because he even gives himself a wifty ####s name super tramp eventually chris gets to alaska and the guy who drops him off as far into the wilderness as he will dare to go says to him i will see you in the spring if you are still alive does that faze chris no because someone kind of sort of told him how to smoke moose meat the wonders of nature await besides all he has to do is cross that little creek of course during the spring melt the thing becomes a raging river trapping him on the what turns out to be the wrong side of where he should be oops he finds an abandoned bus to live in and botches smoking his moose meat because maggots take over very quickly not to worry he got his little local flora and fauna book so he can live off fruits and roots and plants that are not poisonous except he really sucks at using the book and he does end up eating a highly toxic plant and in his starved condition he does not last too much longer after that he is so sick at the end even a grizzly bear turns his nose up at him i am supposed to feel sorry for this guy he was just as self indulgent and selfish as the world he choose to reject and being clueless nature culled him from the herd end of story ,3
en,-2074471064,having a dream is normal and that is part of human behavioral science i always felt that western societies are receptive and children have a freeway in searching and seeking their career path this film was an eye opener that all societies mirror each other with slight differential further it was revelation that your dormant mind dream can trigger with a slight spark that spark was putnik # circumnavigating miles away in the orbit following its own trajectory it is an old age tradition that children follow their parental profession the parents lay the groundwork so that the children do least struggle as it is a well scripted route therefore homer father was no exception he prided his profession and earned the respect of his peers sub ordinates and management not a normal feat given the circumstance of the terrain he is working coalmines any accomplishment is impossible without a stable schooling supported by enthusiastic teachers who make the student learn ms freida j riley childhood friends though having distinct mindsets but helping the crucial purpose rocket boys and of course the society that inhabits us their support system permeates allowing impossible tasks to be within our grasps just by perseverance except his father always the small town people cheered him at each unsuccessful rocket launch what really moved me was pain portrayed by father and son they both have strong conviction and unable to convince each other their love distilled and filtered through the loving and caring wife mother trying to mend each other to keep her family knitted after winning the competition when snr hickam taunts that he was unable to recognize even his idol wernher von braun scientist the reply given was very emotional explaining to his father that he wants to be a good human like him and though mr braun is indisputably a great scientist but he is not his idol in a very subtle message he conveyed whom he wants to emulate in life father pressing the button for the final rocket launch was the icing that success with effort and pain is worth only with family friends and society this real life story teaches us some vital lessons for life we should be affirmative in want we need in life our life circumstances provides us tussle that make us withdrawn in what you need most we need to change those failures into opportunities and take baby steps age should never be a factorial probably everyone can never be as blessed as homer hickam but gets closer to your dream ,8
en,-2074471064,there not much original in this story of a high school kid who yearns to send rockets into the sky rather than work in the local coal mine it all pretty formulaic but formulas are in such common use because they are dependable who would argue with a squared plus b squared equals c squared they get the job done jake gyllenhaal is the obsessed kid he looks ordinary and is fascinated by an arcane subject like rocket design in a way that only a teen ager can be he lives in a small west virginia town where everything revolves around the coal mine which like the town itself is moribund he has his mother love of course but his dad chris cooper grew up in the mines and is now a kind of manager and gyllenhaal aspirations occasion some irritation in his father cooper wants him to come down in the mines like everybody else instead of fooling around with this nonsense and worshiping werner von braun cooper makes a particular point of never attending any of gyllenhaal experimental launches gyllenhaal teacher laura dern recognizes that the kid is a wizard and supports him at first the others in town treat him and his interest in rocketry as half loony one by one though the kid draws others into his sphere a pimply nerd and a handful of other alienated students join him in building rockets that at first explode if anyone looks cross eyed at them eventually others including a black machinist at the mine help him build rockets that act not like inverted pendulums but like rockets there are naturally some obstacles along the way his father constant belittling of him for one thing and then there the matter of finding money for materials which leads to one or two comic incidents then his father is injured in a mine accident for which the company wo not pay so gyllenhaal must drop out of school and go down and work in the mines for a while accompanied by plangent violins but in the end he is sent to the science fair in indianapolis where he displays his rockets and their components the score swells into an orgasmic triumph it the international geophysical year of #### does gyllenhaal win first prize no power on earth could force an answer from me gyllenhaal returns to coal community wva where he sets off one last big celebratory rocket the entire town of coaldorf has attended everyone bursting with pride gyllenhaal dedicates this rocket to everyone who has helped him in his travails listing them one by one before finally reaching my father and lo there is dad edging his way to the front of the crowd final shot the space shuttle being launched from cape canaveral it got every clich in the book but it kind of sweet too none of the performances stands out although chris cooper does a good job with the role of the all but fossilized but gentle father he a pretty good actor of all the films about adolescents finding their own voice this one is about average but it suitable for family viewing the kids will understand it as well as the adults and although their minds may not be exalted neither will they be turned into suppurating boils the location shooting is good too leading us to understand why gyllenhaal would like to leave coalton sur mont behind him ,7
